date,port,current_state,predicted_state,p_s3,hawkes_lambda,hawkes_alert,confidence,tier0_action,tier1_action,tier2_action,tier3_action,tier0_cost
2026-01-18,Nhava Sheva,S3,S3,0.7157,0.2829,1,0.774,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-18,Rotterdam,S3,S4,0.4952,0.2663,1,0.5207,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-19,Rotterdam,S3,S3,0.6984,0.2755,1,0.7584,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-19,Nhava Sheva,S3,S3,0.6682,0.2806,1,0.709,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-19,Hamburg,S3,S3,0.4791,0.2574,1,0.4673,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-20,Rotterdam,S4,S3,0.6222,0.2835,1,0.6396,Strong,Escrow,Stale,Stale,282.8792
2026-01-20,Nhava Sheva,S3,S3,0.7001,0.2835,1,0.7509,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-20,Hamburg,S4,S3,0.3707,0.2432,1,0.3298,Strong,Escrow,Stale,Stale,282.8792
2026-01-21,Hamburg,S3,S3,0.5266,0.2346,1,0.5629,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-21,Nhava Sheva,S3,S3,0.6773,0.265,1,0.7411,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-21,Rotterdam,S3,S3,0.7137,0.2549,1,0.8054,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-22,Rotterdam,S4,S3,0.6299,0.2988,1,0.632,Strong,Escrow,Stale,Stale,282.8792
2026-01-22,Nhava Sheva,S4,S3,0.4651,0.3287,1,0.3598,Strong,Escrow,Stale,Stale,282.8792
2026-01-22,Hamburg,S4,S0,0.3343,0.3115,1,0.4194,Strong,Escrow,Stale,Stale,282.8792
2026-01-23,Nhava Sheva,S3,S3,0.7971,0.3266,1,0.8367,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-23,Rotterdam,S1,S3,0.6363,0.2948,1,0.6461,Strong,Escrow,Stale,Stale,232.5081
2026-01-24,Rotterdam,S1,S3,0.5458,0.2927,1,0.5192,Strong,Escrow,Stale,Stale,232.5081
2026-01-24,Hamburg,S1,S3,0.4263,0.2838,1,0.3595,Strong,Escrow,Stale,Stale,232.5081
2026-01-24,Nhava Sheva,S4,S3,0.4875,0.3071,1,0.4183,Strong,Escrow,Stale,Stale,282.8792
2026-01-25,Rotterdam,S3,S3,0.6617,0.2605,1,0.7243,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-25,Hamburg,S3,S4,0.4575,0.2592,1,0.5658,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-25,Nhava Sheva,S1,S3,0.4017,0.2793,1,0.3298,Strong,Escrow,Stale,Stale,232.5081
2026-01-26,Nhava Sheva,S3,S3,0.6594,0.3118,1,0.6581,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-26,Rotterdam,S4,S3,0.5468,0.2744,1,0.5431,Strong,Escrow,Stale,Stale,282.8792
2026-01-27,Rotterdam,S3,S3,0.6173,0.2804,1,0.6364,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-27,Shanghai,S3,S4,0.3433,0.2524,1,0.2909,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-27,Nhava Sheva,S4,S3,0.584,0.2981,1,0.5672,Strong,Escrow,Stale,Stale,282.8792
2026-01-27,Busan,S3,S4,0.3707,0.1944,1,0.6101,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-27,Hamburg,S3,S3,0.5633,0.2762,1,0.5645,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-28,Antwerp,S1,S0,0.3721,0.3543,1,0.4445,Strong,Escrow,Stale,Stale,232.5081
2026-01-28,Hamburg,S3,S3,0.6528,0.3667,1,0.5815,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-28,Nhava Sheva,S2,S3,0.715,0.3941,1,0.6368,Strong,Escrow,Stale,Stale,421.3218
2026-01-28,Rotterdam,S4,S3,0.6126,0.3591,1,0.5334,Strong,Escrow,Stale,Stale,282.8792
2026-01-28,Shanghai,S4,S3,0.5275,0.3423,1,0.4323,Strong,Escrow,Stale,Stale,282.8792
2026-01-29,Shanghai,S1,S0,0.3583,0.2394,1,0.3367,Strong,Escrow,Stale,Stale,232.5081
2026-01-29,Rotterdam,S3,S3,0.6519,0.3007,1,0.661,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-29,Nhava Sheva,S2,S3,0.7164,0.3321,1,0.7147,Strong,Escrow,Stale,Stale,421.3218
2026-01-29,Hamburg,S4,S0,0.4055,0.3095,1,0.3091,Strong,Escrow,Stale,Stale,282.8792
2026-01-30,Shanghai,S1,S0,0.3199,0.268,1,0.4223,Strong,Escrow,Stale,Stale,232.5081
2026-01-30,Rotterdam,S4,S3,0.4485,0.2653,1,0.4138,Strong,Escrow,Stale,Stale,282.8792
2026-01-30,Nhava Sheva,S3,S3,0.62,0.3235,1,0.5875,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-30,Hamburg,S1,S0,0.3059,0.3207,1,0.4619,Strong,Escrow,Stale,Stale,232.5081
2026-01-31,Hamburg,S1,S3,0.4748,0.2947,1,0.4154,Strong,Escrow,Stale,Stale,232.5081
2026-01-31,Nhava Sheva,S4,S3,0.4472,0.3052,1,0.363,Strong,Escrow,Stale,Stale,282.8792
2026-01-31,Rotterdam,S3,S3,0.6261,0.2748,1,0.6558,Strong,Escrow,CRDT,CRDT,763.4659
2026-01-31,Shanghai,S1,S0,0.3459,0.2698,1,0.4027,Strong,Escrow,Stale,Stale,232.5081
2026-02-01,Rotterdam,S3,S3,0.7281,0.3233,1,0.7422,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-01,Shanghai,S2,S4,0.3663,0.3312,1,0.2902,Strong,Escrow,Stale,Stale,421.3218
2026-02-01,Nhava Sheva,S1,S3,0.6936,0.3667,1,0.6398,Strong,Escrow,Stale,Stale,232.5081
2026-02-01,Hamburg,S1,S3,0.4614,0.372,1,0.3016,Strong,Escrow,Stale,Stale,232.5081
2026-02-02,Hamburg,S1,S0,0.3421,0.3127,1,0.3802,Strong,Escrow,Stale,Stale,232.5081
2026-02-02,Nhava Sheva,S3,S3,0.6959,0.3155,1,0.7059,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-02,Rotterdam,S4,S3,0.5901,0.279,1,0.5993,Strong,Escrow,Stale,Stale,282.8792
2026-02-02,Shanghai,S1,S0,0.3503,0.2327,1,0.3653,Strong,Escrow,Stale,Stale,232.5081
2026-02-03,Rotterdam,S3,S3,0.5845,0.2832,1,0.5862,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-03,Hamburg,S3,S3,0.562,0.2898,1,0.5459,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-03,Nhava Sheva,S3,S3,0.7056,0.3003,1,0.7381,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-04,Shanghai,S2,S4,0.3121,0.306,1,0.3566,Strong,Escrow,Stale,Stale,421.3218
2026-02-04,Rotterdam,S3,S3,0.6122,0.3159,1,0.5857,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-04,Hamburg,S3,S3,0.6792,0.345,1,0.6458,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-04,Nhava Sheva,S4,S3,0.6514,0.3502,1,0.5997,Strong,Escrow,Stale,Stale,282.8792
2026-02-05,Hamburg,S4,S3,0.461,0.2963,1,0.3937,Strong,Escrow,Stale,Stale,282.8792
2026-02-05,Nhava Sheva,S3,S3,0.5653,0.3054,1,0.5315,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-05,Rotterdam,S4,S3,0.575,0.2745,1,0.5832,Strong,Escrow,Stale,Stale,282.8792
2026-02-06,Rotterdam,S1,S3,0.598,0.2804,1,0.6089,Strong,Escrow,Stale,Stale,232.5081
2026-02-06,Nhava Sheva,S4,S0,0.388,0.2942,1,0.355,Strong,Escrow,Stale,Stale,282.8792
2026-02-06,Hamburg,S1,S3,0.4052,0.2799,1,0.3341,Strong,Escrow,Stale,Stale,232.5081
2026-02-07,Hamburg,S2,S3,0.5143,0.2931,1,0.4739,Strong,Escrow,Stale,Stale,421.3218
2026-02-07,Nhava Sheva,S3,S3,0.7105,0.2971,1,0.7492,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-07,Rotterdam,S3,S3,0.6705,0.2807,1,0.7121,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-08,Shanghai,S1,S0,0.3286,0.3186,1,0.4318,Strong,Escrow,Stale,Stale,232.5081
2026-02-08,Rotterdam,S3,S3,0.5542,0.2842,1,0.5417,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-08,Nhava Sheva,S4,S3,0.5098,0.3182,1,0.4365,Strong,Escrow,Stale,Stale,282.8792
2026-02-08,Busan,S2,S3,0.3374,0.2253,1,0.3041,Strong,Escrow,Stale,Stale,421.3218
2026-02-08,Hamburg,S3,S4,0.4702,0.3238,1,0.6135,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-09,Shanghai,S0,S0,0.3947,0.2632,1,0.3437,Strong,Escrow,Stale,Stale,123.1027
2026-02-09,Rotterdam,S3,S3,0.7235,0.3206,1,0.7389,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-09,Nhava Sheva,S0,S3,0.5454,0.3292,1,0.474,Strong,Escrow,Stale,Stale,123.1027
2026-02-09,Busan,S3,S3,0.4377,0.245,1,0.4232,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-09,Hamburg,S4,S0,0.3283,0.3043,1,0.4106,Strong,Escrow,Stale,Stale,282.8792
2026-02-10,Antwerp,S2,S0,0.3188,0.2446,1,0.3802,Strong,Escrow,Stale,Stale,421.3218
2026-02-10,Hamburg,S1,S3,0.4954,0.3111,1,0.4247,Strong,Escrow,Stale,Stale,232.5081
2026-02-10,Nhava Sheva,S0,S0,0.421,0.3294,1,0.3081,Strong,Escrow,Stale,Stale,123.1027
2026-02-10,Rotterdam,S3,S3,0.7245,0.3193,1,0.742,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-11,Rotterdam,S3,S4,0.4846,0.2766,1,0.5423,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-11,Nhava Sheva,S2,S3,0.6338,0.2928,1,0.6449,Strong,Escrow,Stale,Stale,421.3218
2026-02-11,Hamburg,S3,S3,0.6664,0.2758,1,0.7122,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-12,Hamburg,S3,S3,0.5187,0.2543,1,0.5275,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-12,Nhava Sheva,S2,S3,0.5605,0.291,1,0.5424,Strong,Escrow,Stale,Stale,421.3218
2026-02-12,Rotterdam,S4,S3,0.5591,0.2842,1,0.5487,Strong,Escrow,Stale,Stale,282.8792
2026-02-13,Rotterdam,S2,S3,0.6564,0.2553,1,0.7231,Strong,Escrow,Stale,Stale,421.3218
2026-02-13,Nhava Sheva,S0,S0,0.3463,0.2695,1,0.3909,Strong,Escrow,Stale,Stale,123.1027
2026-02-14,Rotterdam,S0,S0,0.3539,0.2378,1,0.3291,Strong,Escrow,Stale,Stale,123.1027
2026-02-14,Hamburg,S3,S3,0.4435,0.2335,1,0.4456,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-14,Nhava Sheva,S2,S3,0.4342,0.2565,1,0.4041,Strong,Escrow,Stale,Stale,421.3218
2026-02-15,Hamburg,S3,S3,0.4308,0.2495,1,0.4079,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-15,Nhava Sheva,S1,S3,0.4723,0.2917,1,0.4154,Strong,Escrow,Stale,Stale,232.5081
2026-02-15,Rotterdam,S3,S3,0.646,0.2925,1,0.6627,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-16,Rotterdam,S3,S4,0.3489,0.2603,1,0.7223,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-16,Nhava Sheva,S0,S3,0.4481,0.299,1,0.372,Strong,Escrow,Stale,Stale,123.1027
2026-02-16,Antwerp,S3,S4,0.3164,0.1869,1,0.6782,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-16,Hamburg,S4,S3,0.3984,0.2843,1,0.319,Strong,Escrow,Stale,Stale,282.8792
2026-02-17,Hamburg,S0,S0,0.3149,0.2957,1,0.426,Strong,Escrow,Stale,Stale,123.1027
2026-02-17,Nhava Sheva,S1,S3,0.5833,0.3,1,0.5639,Strong,Escrow,Stale,Stale,232.5081
2026-02-17,Rotterdam,S3,S3,0.6875,0.2685,1,0.7512,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-18,Rotterdam,S3,S3,0.5883,0.2877,1,0.5861,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-18,Nhava Sheva,S2,S3,0.5888,0.3117,1,0.5574,Strong,Escrow,Stale,Stale,421.3218
2026-02-18,Hamburg,S0,S0,0.3411,0.3059,1,0.3857,Strong,Escrow,Stale,Stale,123.1027
2026-02-19,Rotterdam,S3,S3,0.6122,0.2574,1,0.6573,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-19,Nhava Sheva,S0,S3,0.4137,0.2821,1,0.3435,Strong,Escrow,Stale,Stale,123.1027
2026-02-19,Busan,S3,S4,0.3076,0.1445,1,0.6392,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-19,Hamburg,S3,S3,0.5927,0.2726,1,0.6108,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-20,Hamburg,S4,S0,0.3394,0.2919,1,0.4005,Strong,Escrow,Stale,Stale,282.8792
2026-02-20,Nhava Sheva,S2,S3,0.6344,0.3211,1,0.6109,Strong,Escrow,Stale,Stale,421.3218
2026-02-20,Rotterdam,S4,S3,0.6339,0.3145,1,0.6183,Strong,Escrow,Stale,Stale,282.8792
2026-02-21,Rotterdam,S2,S3,0.6682,0.2737,1,0.7173,Strong,Escrow,Stale,Stale,421.3218
2026-02-21,Hamburg,S1,S0,0.3871,0.2641,1,0.3393,Strong,Escrow,Stale,Stale,232.5081
2026-02-21,Nhava Sheva,S0,S0,0.4039,0.2878,1,0.3526,Strong,Escrow,Stale,Stale,123.1027
2026-02-22,Hamburg,S2,S3,0.3943,0.2473,1,0.3584,Strong,Escrow,Stale,Stale,421.3218
2026-02-22,Nhava Sheva,S0,S3,0.4229,0.2676,1,0.3744,Strong,Escrow,Stale,Stale,123.1027
2026-02-22,Rotterdam,S3,S3,0.591,0.2489,1,0.6375,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-23,Rotterdam,S3,S4,0.4483,0.2339,1,0.5269,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-23,Nhava Sheva,S0,S0,0.3816,0.2844,1,0.3571,Strong,Escrow,Stale,Stale,123.1027
2026-02-23,Hamburg,S1,S0,0.3773,0.283,1,0.325,Strong,Escrow,Stale,Stale,232.5081
2026-02-24,Hamburg,S0,S0,0.3259,0.2587,1,0.364,Strong,Escrow,Stale,Stale,123.1027
2026-02-24,Nhava Sheva,S2,S3,0.5936,0.2655,1,0.6207,Strong,Escrow,Stale,Stale,421.3218
2026-02-24,Rotterdam,S3,S3,0.7123,0.2248,1,0.8403,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-25,Rotterdam,S3,S3,0.4923,0.2193,1,0.5328,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-25,Nhava Sheva,S0,S0,0.3188,0.2541,1,0.3961,Strong,Escrow,Stale,Stale,123.1027
2026-02-26,Nhava Sheva,S2,S3,0.5107,0.2814,1,0.483,Strong,Escrow,Stale,Stale,421.3218
2026-02-26,Rotterdam,S4,S3,0.3793,0.2465,1,0.3379,Strong,Escrow,Stale,Stale,282.8792
2026-02-27,Rotterdam,S3,S3,0.6318,0.2325,1,0.7158,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-27,Nhava Sheva,S1,S3,0.4676,0.2637,1,0.443,Strong,Escrow,Stale,Stale,232.5081
2026-02-28,Rotterdam,S3,S3,0.6981,0.2239,1,0.8211,Strong,Escrow,CRDT,CRDT,763.4659
2026-02-28,Nhava Sheva,S1,S3,0.4451,0.282,1,0.3885,Strong,Escrow,Stale,Stale,232.5081
2026-02-28,Hamburg,S3,S3,0.5734,0.2821,1,0.5717,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-01,Hamburg,S4,S3,0.3431,0.2582,1,0.272,Strong,Escrow,Stale,Stale,282.8792
2026-03-01,Nhava Sheva,S3,S3,0.6205,0.2844,1,0.6361,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-01,Rotterdam,S3,S3,0.6869,0.2523,1,0.7704,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-02,Rotterdam,S3,S3,0.6612,0.2669,1,0.7157,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-02,Shanghai,S3,S3,0.4679,0.2046,1,0.5159,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-02,Nhava Sheva,S3,S3,0.6883,0.2815,1,0.7366,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-03,Hamburg,S3,S3,0.5258,0.3058,1,0.4747,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-03,Nhava Sheva,S4,S0,0.4234,0.3236,1,0.366,Strong,Escrow,Stale,Stale,282.8792
2026-03-03,Rotterdam,S4,S3,0.6828,0.3032,1,0.7021,Strong,Escrow,Stale,Stale,282.8792
2026-03-04,Rotterdam,S3,S3,0.5496,0.3004,1,0.5153,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-04,Hamburg,S4,S3,0.3861,0.2725,1,0.3158,Strong,Escrow,Stale,Stale,282.8792
2026-03-04,Nhava Sheva,S1,S3,0.6047,0.3096,1,0.5827,Strong,Escrow,Stale,Stale,232.5081
2026-03-05,Rotterdam,S3,S3,0.7128,0.2651,1,0.7917,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-05,Hamburg,S3,S3,0.5713,0.2983,1,0.5488,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-05,Nhava Sheva,S1,S3,0.5818,0.3099,1,0.5497,Strong,Escrow,Stale,Stale,232.5081
2026-03-06,Hamburg,S4,S0,0.3299,0.2888,1,0.3981,Strong,Escrow,Stale,Stale,282.8792
2026-03-06,Nhava Sheva,S3,S3,0.5971,0.3241,1,0.5541,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-06,Rotterdam,S4,S3,0.6534,0.309,1,0.6529,Strong,Escrow,Stale,Stale,282.8792
2026-03-06,Shanghai,S3,S4,0.3071,0.2082,1,0.7179,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-07,Rotterdam,S0,S3,0.6003,0.332,1,0.5491,Strong,Escrow,Stale,Stale,123.1027
2026-03-07,Shanghai,S4,S3,0.4002,0.2717,1,0.337,Strong,Escrow,Stale,Stale,282.8792
2026-03-07,Nhava Sheva,S3,S3,0.708,0.3398,1,0.6934,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-07,Hamburg,S3,S3,0.6466,0.3021,1,0.6518,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-08,Hamburg,S4,S3,0.5398,0.3306,1,0.4643,Strong,Escrow,Stale,Stale,282.8792
2026-03-08,Nhava Sheva,S4,S3,0.6147,0.3789,1,0.512,Strong,Escrow,Stale,Stale,282.8792
2026-03-08,Rotterdam,S3,S3,0.8872,0.3915,1,0.886,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-08,Shanghai,S0,S3,0.4204,0.2522,1,0.3897,Strong,Escrow,Stale,Stale,123.1027
2026-03-09,Shanghai,S0,S0,0.4012,0.2757,1,0.3362,Strong,Escrow,Stale,Stale,123.1027
2026-03-09,Rotterdam,S4,S3,0.6871,0.3204,1,0.6873,Strong,Escrow,Stale,Stale,282.8792
2026-03-09,Nhava Sheva,S3,S3,0.7834,0.3519,1,0.7862,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-09,Busan,S2,S0,0.304,0.2283,1,0.3298,Strong,Escrow,Stale,Stale,421.3218
2026-03-09,Hamburg,S0,S0,0.3875,0.3335,1,0.3617,Strong,Escrow,Stale,Stale,123.1027
2026-03-10,Shanghai,S1,S3,0.4101,0.2745,1,0.3477,Strong,Escrow,Stale,Stale,232.5081
2026-03-10,Rotterdam,S1,S3,0.5712,0.3082,1,0.5365,Strong,Escrow,Stale,Stale,232.5081
2026-03-10,Nhava Sheva,S4,S3,0.5393,0.3224,1,0.4736,Strong,Escrow,Stale,Stale,282.8792
2026-03-10,Hamburg,S0,S0,0.3381,0.3025,1,0.4051,Strong,Escrow,Stale,Stale,123.1027
2026-03-11,Hamburg,S0,S0,0.3164,0.2913,1,0.4098,Strong,Escrow,Stale,Stale,123.1027
2026-03-11,Nhava Sheva,S0,S3,0.4608,0.3114,1,0.3749,Strong,Escrow,Stale,Stale,123.1027
2026-03-12,Shanghai,S2,S0,0.3362,0.2596,1,0.354,Strong,Escrow,Stale,Stale,421.3218
2026-03-12,Rotterdam,S4,S3,0.5405,0.2659,1,0.5445,Strong,Escrow,Stale,Stale,282.8792
2026-03-12,Nhava Sheva,S1,S3,0.5446,0.311,1,0.4952,Strong,Escrow,Stale,Stale,232.5081
2026-03-12,Hamburg,S0,S0,0.308,0.3097,1,0.4576,Strong,Escrow,Stale,Stale,123.1027
2026-03-12,Busan,S3,S4,0.3589,0.2126,1,0.6488,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-12,Antwerp,S3,S3,0.3676,0.2036,1,0.3738,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-13,Hamburg,S1,S3,0.5173,0.3506,1,0.4077,Strong,Escrow,Stale,Stale,232.5081
2026-03-13,Nhava Sheva,S3,S3,0.603,0.3439,1,0.5382,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-13,Rotterdam,S3,S3,0.6523,0.3138,1,0.6455,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-13,Shanghai,S2,S3,0.3524,0.2284,1,0.3216,Strong,Escrow,Stale,Stale,421.3218
2026-03-14,Singapore,S0,S3,0.4471,0.2109,1,0.4785,Strong,Escrow,Stale,Stale,123.1027
2026-03-14,Shanghai,S1,S3,0.4554,0.3368,1,0.3362,Strong,Escrow,Stale,Stale,232.5081
2026-03-14,Rotterdam,S3,S3,0.693,0.3043,1,0.7154,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-14,Nhava Sheva,S3,S4,0.4758,0.3467,1,0.6468,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-14,Hamburg,S1,S3,0.5917,0.3587,1,0.504,Strong,Escrow,Stale,Stale,232.5081
2026-03-14,Busan,S2,S0,0.3109,0.2329,1,0.2939,Strong,Escrow,Stale,Stale,421.3218
2026-03-15,Hamburg,S3,S4,0.5111,0.3047,1,0.5188,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-15,Nhava Sheva,S4,S3,0.5034,0.3033,1,0.4457,Strong,Escrow,Stale,Stale,282.8792
2026-03-15,Rotterdam,S3,S4,0.4185,0.2675,1,0.6317,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-15,Shanghai,S0,S3,0.3721,0.236,1,0.3405,Strong,Escrow,Stale,Stale,123.1027
2026-03-16,Rotterdam,S4,S3,0.6179,0.2787,1,0.6394,Strong,Escrow,Stale,Stale,282.8792
2026-03-16,Nhava Sheva,S0,S3,0.4543,0.2973,1,0.3829,Strong,Escrow,Stale,Stale,123.1027
2026-03-16,Hamburg,S4,S0,0.3306,0.2719,1,0.3739,Strong,Escrow,Stale,Stale,282.8792
2026-03-17,Hamburg,S3,S4,0.3385,0.2787,1,0.7598,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-17,Nhava Sheva,S3,S3,0.6322,0.3076,1,0.6245,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-17,Rotterdam,S3,S3,0.7422,0.2826,1,0.8122,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-18,Shanghai,S0,S0,0.4425,0.3199,1,0.3457,Strong,Escrow,Stale,Stale,123.1027
2026-03-18,Rotterdam,S4,S3,0.6744,0.3189,1,0.6709,Strong,Escrow,Stale,Stale,282.8792
2026-03-18,Nhava Sheva,S4,S3,0.5179,0.3449,1,0.4154,Strong,Escrow,Stale,Stale,282.8792
2026-03-18,Busan,S2,S0,0.3033,0.2304,1,0.3668,Strong,Escrow,Stale,Stale,421.3218
2026-03-18,Hamburg,S4,S0,0.4016,0.3151,1,0.325,Strong,Escrow,Stale,Stale,282.8792
2026-03-19,Shanghai,S0,S0,0.3317,0.2258,1,0.3423,Strong,Escrow,Stale,Stale,123.1027
2026-03-19,Rotterdam,S3,S3,0.6387,0.2763,1,0.672,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-19,Nhava Sheva,S1,S3,0.6219,0.3022,1,0.6164,Strong,Escrow,Stale,Stale,232.5081
2026-03-20,Hamburg,S0,S0,0.3944,0.3017,1,0.3679,Strong,Escrow,Stale,Stale,123.1027
2026-03-20,Nhava Sheva,S1,S3,0.5544,0.3054,1,0.516,Strong,Escrow,Stale,Stale,232.5081
2026-03-20,Rotterdam,S4,S3,0.5211,0.2505,1,0.5357,Strong,Escrow,Stale,Stale,282.8792
2026-03-20,Shanghai,S1,S0,0.3282,0.2597,1,0.3673,Strong,Escrow,Stale,Stale,232.5081
2026-03-21,Rotterdam,S3,S3,0.5015,0.2349,1,0.5268,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-21,Nhava Sheva,S3,S3,0.6286,0.2783,1,0.6553,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-22,Hamburg,S1,S0,0.4101,0.3099,1,0.3083,Strong,Escrow,Stale,Stale,232.5081
2026-03-22,Nhava Sheva,S4,S3,0.6127,0.3068,1,0.5975,Strong,Escrow,Stale,Stale,282.8792
2026-03-22,Rotterdam,S4,S3,0.4252,0.2564,1,0.3915,Strong,Escrow,Stale,Stale,282.8792
2026-03-22,Shanghai,S2,S3,0.4371,0.3131,1,0.339,Strong,Escrow,Stale,Stale,421.3218
2026-03-23,Rotterdam,S3,S3,0.5943,0.2384,1,0.655,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-23,Hamburg,S3,S3,0.5969,0.275,1,0.6138,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-23,Nhava Sheva,S2,S3,0.599,0.2791,1,0.6119,Strong,Escrow,Stale,Stale,421.3218
2026-03-24,Shanghai,S2,S0,0.3188,0.2681,1,0.374,Strong,Escrow,Stale,Stale,421.3218
2026-03-24,Rotterdam,S3,S3,0.5969,0.2611,1,0.631,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-24,Antwerp,S3,S4,0.4643,0.2162,1,0.5022,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-24,Nhava Sheva,S0,S0,0.4012,0.3117,1,0.3416,Strong,Escrow,Stale,Stale,123.1027
2026-03-25,Hamburg,S3,S4,0.3737,0.3259,1,0.7673,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-25,Nhava Sheva,S0,S3,0.5455,0.3305,1,0.4726,Strong,Escrow,Stale,Stale,123.1027
2026-03-25,Rotterdam,S4,S3,0.6694,0.3008,1,0.6859,Strong,Escrow,Stale,Stale,282.8792
2026-03-25,Shanghai,S0,S0,0.3484,0.2434,1,0.355,Strong,Escrow,Stale,Stale,123.1027
2026-03-26,Rotterdam,S0,S3,0.5704,0.2989,1,0.5468,Strong,Escrow,Stale,Stale,123.1027
2026-03-26,Nhava Sheva,S0,S3,0.5541,0.3138,1,0.5052,Strong,Escrow,Stale,Stale,123.1027
2026-03-27,Hamburg,S3,S4,0.4738,0.2865,1,0.576,Strong,Escrow,CRDT,CRDT,763.4659
2026-03-27,Nhava Sheva,S0,S3,0.4612,0.3176,1,0.368,Strong,Escrow,Stale,Stale,123.1027
