date,calls_container,calls_dry_bulk,calls_general_cargo,calls_roro,calls_tanker,7-day_moving_average,prior_year_7-day_moving_average,incoming_dwt_container,incoming_dwt_dry_bulk,incoming_dwt_general_cargo,incoming_dwt_roro,incoming_dwt_tanker,outgoing_dwt_container,outgoing_dwt_dry_bulk,outgoing_dwt_general_cargo,outgoing_dwt_roro,outgoing_dwt_tanker,port,total_calls,total_incoming_dwt,total_outgoing_dwt,container_ratio,net_dwt_flow,congestion_score,queue_buildup_7d,ma_7day,prior_year_ma,yoy_pct_change,anomaly_flag,temperature_mean,precipitation_sum,wind_speed_max,storm_alert,heavy_rain_alert,weather_risk_score,disruption_count,disruption_flag,state,state_numeric,era
2019-01-06,6,3,3,0,3,0.0,0.0,320499,14257,0,0,2711,98123,0,0,0,87259,Nhava Sheva,15,337467,185382,0.375,152085,1.8203772729969847,717533.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S2,2,pre_covid
2019-01-06,18,3,9,4,44,0.0,0.0,58827,55214,5981,0,355214,157174,1217,3210,2171,148541,Rotterdam,78,475236,312313,0.22784810126582278,162923,1.5216608925632535,3180061.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,pre_covid
2019-01-06,32,39,9,5,25,0.0,0.0,308486,323493,8647,1847,76919,256658,237722,7481,4304,67141,Shanghai,110,719392,573306,0.2882882882882883,146086,1.2548111221387495,1466638.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S1,1,pre_covid
2019-01-06,37,3,5,5,68,0.0,0.0,578785,47046,4201,765,827714,479781,3966,3397,1411,479988,Singapore,118,1458511,968543,0.31092436974789917,489968,1.5058799600224668,1163451.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S2,2,pre_covid
2019-01-07,14,1,12,2,42,62.0,0.0,311657,0,35312,6723,135456,351013,0,6078,0,105625,Antwerp,71,489148,462716,0.19444444444444445,26432,1.0571213074081998,648376.0,62.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-07,33,4,13,3,15,56.42857142857143,0.0,261403,5293,13675,495,29709,121099,8621,6368,1415,14604,Busan,68,310575,152107,0.4782608695652174,158468,2.041805822178978,156562.0,56.42857142857143,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-07,15,4,2,0,7,19.285714285714285,0.0,197155,257175,490,0,9941,95772,0,991,0,4318,Hamburg,28,464761,101081,0.5172413793103449,363680,4.597861142438812,1322345.0,19.285714285714285,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-07,4,2,3,0,5,14.142857142857142,0.0,32949,73206,1066,0,90263,50416,0,1979,0,25286,Nhava Sheva,14,197484,77681,0.26666666666666666,119803,2.5422105507067276,837336.0,14.142857142857142,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-07,28,2,19,7,51,88.85714285714286,0.0,246433,178481,20688,2159,287403,74332,0,7718,4323,428146,Rotterdam,107,735164,514519,0.25925925925925924,220645,1.428834641996424,3400706.0,88.85714285714286,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S1,1,pre_covid
2019-01-07,42,34,17,7,26,108.85714285714286,0.0,446517,374231,17081,1756,118859,267508,261722,29850,5671,102061,Shanghai,126,958444,666812,0.33070866141732286,291632,1.4373505015649064,1758270.0,108.85714285714286,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S1,1,pre_covid
2019-01-07,50,4,8,7,84,123.71428571428572,0.0,753950,86522,13108,774,880919,886494,7028,4016,7538,462504,Singapore,153,1735273,1367580,0.3246753246753247,367693,1.2688630508905872,1531144.0,123.71428571428572,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S1,1,pre_covid
2019-01-08,13,0,6,3,35,63.142857142857146,0.0,80191,0,2472,358,108435,125692,0,2824,1772,59619,Antwerp,57,191456,189907,0.22413793103448276,1549,1.00815131537376,375570.0,63.142857142857146,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-08,41,0,8,1,8,56.285714285714285,0.0,257550,0,11110,0,15792,169278,0,2637,0,4738,Busan,58,284452,176653,0.6949152542372882,107799,1.6102211101928063,104498.0,56.285714285714285,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,pre_covid
2019-01-08,5,0,5,0,4,19.142857142857142,0.0,78222,0,490,0,4214,26508,0,7616,0,21352,Hamburg,14,82926,55476,0.3333333333333333,27450,1.4947816212123943,1415137.0,19.142857142857142,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,pre_covid
2019-01-08,4,2,2,1,5,14.714285714285714,0.0,70991,27791,0,0,149306,114397,2383,0,2592,26162,Nhava Sheva,14,248088,145534,0.26666666666666666,102554,1.704662108771086,894589.0,14.714285714285714,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,pre_covid
2019-01-08,17,3,8,8,59,90.85714285714286,0.0,44660,131945,2469,667,502716,98008,0,6565,6239,97449,Rotterdam,95,682457,208261,0.17708333333333334,474196,3.2769156159068866,3388718.0,90.85714285714286,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-08,29,42,13,5,26,110.0,0.0,239768,671779,25924,1997,167593,300670,193922,14444,1434,51829,Shanghai,115,1107061,562299,0.25,544762,1.9688084652320825,1900510.0,110.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S2,2,pre_covid
2019-01-08,49,2,7,5,60,122.14285714285714,0.0,314262,27542,4303,3951,680669,850648,0,7099,4885,255095,Singapore,123,1030727,1117727,0.3951612903225806,-87000,0.9221626370637579,1729591.0,122.14285714285714,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-09,10,1,4,5,27,60.142857142857146,0.0,25125,24823,1463,2322,24186,132780,0,3523,4949,23909,Antwerp,47,77919,165161,0.20833333333333334,-87242,0.4717731681621681,400400.0,60.142857142857146,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-09,39,0,7,2,10,57.0,0.0,203153,0,15529,316,15393,122425,0,2050,1067,87794,Busan,58,234391,213336,0.6610169491525424,21055,1.0986889287840365,184224.0,57.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-09,9,4,4,0,2,20.0,0.0,215365,129902,158,0,10679,117294,27168,3126,0,2799,Hamburg,19,356104,150387,0.45,205717,2.3679016942841185,1390647.0,20.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-09,3,2,4,0,2,13.285714285714286,0.0,4650,0,0,0,7358,91412,26599,0,0,54148,Nhava Sheva,11,12008,172159,0.25,-160151,0.06974907063197026,663072.0,13.285714285714286,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-09,23,3,17,5,51,94.0,0.0,261774,232588,9575,2364,328636,109477,0,6117,1190,120949,Rotterdam,99,834937,237733,0.23,597204,3.5120639033541687,3421470.0,94.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-09,28,39,9,5,22,110.28571428571428,0.0,198675,375700,4489,1805,62538,331288,460889,33728,5456,150345,Shanghai,103,643207,981706,0.2692307692307692,-338499,0.6551924352174325,1063268.0,110.28571428571428,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-09,45,2,8,5,57,122.28571428571428,0.0,697850,13040,3297,252,312594,701912,12018,5361,6744,200879,Singapore,117,1027033,926914,0.3813559322033898,100119,1.1080120615158888,2302802.0,122.28571428571428,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-10,20,3,17,4,57,63.85714285714285,0.0,265379,0,5637,953,241281,263883,98503,51165,2039,127627,Antwerp,101,513250,543217,0.19607843137254902,-29967,0.9448324613691005,339841.0,63.85714285714285,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-10,34,1,8,1,5,56.71428571428572,0.0,100388,28984,8515,0,12433,130911,0,2179,0,3028,Busan,49,150320,136118,0.68,14202,1.1043278307951132,325106.0,56.71428571428572,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-10,10,2,7,3,7,21.428571428571427,0.0,288732,97955,12510,1831,65414,319954,8412,4713,2468,3271,Hamburg,29,466442,338818,0.3333333333333333,127624,1.3766701395140177,1085404.0,21.428571428571427,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,pre_covid
2019-01-10,4,0,5,0,5,14.0,0.0,76887,0,2447,0,133431,63355,0,1093,0,543,Nhava Sheva,14,212765,64991,0.26666666666666666,147774,3.2737106105366816,629029.0,14.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-10,24,1,15,5,58,94.71428571428572,0.0,359916,44650,12857,2083,758378,247120,0,7280,4471,150906,Rotterdam,103,1177884,409777,0.23076923076923078,768107,2.8744442112558506,3512493.0,94.71428571428572,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-10,27,44,15,2,20,110.14285714285714,0.0,122947,479499,13897,414,28038,295612,279067,13491,1810,110831,Shanghai,108,644795,700811,0.24770642201834864,-56016,0.9200684349012289,503681.0,110.14285714285714,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-10,44,4,4,1,74,123.85714285714286,0.0,780961,29105,9744,0,424981,621964,28186,833,2316,764632,Singapore,127,1244791,1417931,0.34375,-173140,0.8778918876222556,1510261.0,123.85714285714286,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-11,14,0,7,5,39,65.28571428571429,0.0,165696,0,4215,962,68063,167423,0,10405,4571,40577,Antwerp,65,238936,222976,0.21212121212121213,15960,1.0715724043286976,9340.0,65.28571428571429,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-11,43,3,7,1,9,58.42857142857143,0.0,249213,5293,7916,0,5794,254791,85208,10192,0,6994,Busan,63,268216,357185,0.671875,-88969,0.750914089577979,61605.0,58.42857142857143,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,pre_covid
2019-01-11,13,4,8,0,7,23.0,0.0,136888,228795,4981,0,56487,154106,3094,6403,0,15017,Hamburg,32,427151,178620,0.3939393939393939,248531,2.3913817524255268,956744.0,23.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-11,6,2,3,1,1,13.571428571428571,0.0,144992,56343,1066,0,466,75572,0,1979,0,0,Nhava Sheva,13,202867,77551,0.42857142857142855,125316,2.6158835362079635,513887.0,13.571428571428571,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
2019-01-11,25,4,17,6,56,97.42857142857144,0.0,161155,142497,18802,5781,301559,182926,0,9056,3571,118681,Rotterdam,108,629794,314234,0.22935779816513763,315560,2.0042134071634288,3582801.0,97.42857142857144,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,pre_covid
