date,calls_container,calls_dry_bulk,calls_general_cargo,calls_roro,calls_tanker,7-day_moving_average,prior_year_7-day_moving_average,incoming_dwt_container,incoming_dwt_dry_bulk,incoming_dwt_general_cargo,incoming_dwt_roro,incoming_dwt_tanker,outgoing_dwt_container,outgoing_dwt_dry_bulk,outgoing_dwt_general_cargo,outgoing_dwt_roro,outgoing_dwt_tanker,port,total_calls,total_incoming_dwt,total_outgoing_dwt,container_ratio,net_dwt_flow,congestion_score,queue_buildup_7d,ma_7day,prior_year_ma,yoy_pct_change,anomaly_flag,temperature_mean,precipitation_sum,wind_speed_max,storm_alert,heavy_rain_alert,weather_risk_score,disruption_count,disruption_flag,state,state_numeric,t_numeric
2023-01-09,38,1,10,2,10,56.71428571428572,56.285714285714285,200759,698,11621,357,14491,209357,0,6882,696,4651,Busan,61,227926,221586,0.6129032258064516,6340,1.0286072738924215,45331.0,56.71428571428572,56.285714285714285,0.7614213197969706,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,8.0
2023-01-09,15,1,4,0,2,17.142857142857142,19.714285714285715,116350,129483,1730,0,3083,116582,0,3246,0,11956,Hamburg,22,250646,131784,0.6521739130434783,118862,1.9019311757787305,646943.0,17.142857142857142,19.714285714285715,-13.043478260869573,0,,0.0,0.0,0.0,0.0,0.0,0,0,S2,2,8.0
2023-01-09,8,3,7,0,7,21.714285714285715,17.428571428571427,198352,3308,4505,0,11213,102950,0,1979,0,71206,Nhava Sheva,25,217378,176135,0.3076923076923077,41243,1.234148612435845,725110.0,21.714285714285715,17.428571428571427,24.590163934426247,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,8.0
2023-01-09,26,5,20,10,41,87.57142857142857,90.71428571428572,38231,190862,6917,4089,328258,363265,0,15211,8238,92651,Rotterdam,102,568357,479365,0.2524271844660194,88992,1.185643120288047,3869495.0,87.57142857142857,90.71428571428572,-3.4645669291338694,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,8.0
2023-01-09,35,2,6,7,89,123.85714285714286,113.14285714285714,514380,13040,2031,4807,320465,299642,3008,987,5698,527047,Singapore,139,854723,836382,0.25,18341,1.0219277531944098,1396821.0,123.85714285714286,113.14285714285714,9.469696969696976,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,8.0
2023-01-10,41,43,18,7,24,123.85714285714286,110.85714285714286,47635,572806,14494,4412,131987,445434,322315,23054,10252,27440,Shanghai,133,771334,828495,0.30597014925373134,-57161,0.9310050983951642,1635082.0,123.85714285714286,110.85714285714286,11.72680412371134,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,9.0
2023-01-10,48,2,5,3,86,126.71428571428572,114.28571428571428,733731,30163,4268,0,920008,740776,0,3332,1522,333619,Singapore,144,1688170,1079249,0.3310344827586207,608921,1.5642066249710447,1990413.0,126.71428571428572,114.28571428571428,10.875000000000016,0,,0.0,0.0,0.0,0.0,0.0,0,0,S2,2,9.0
2023-01-10,7,4,7,1,3,21.714285714285715,18.142857142857142,127577,0,1916,0,15031,119547,0,568,0,5463,Nhava Sheva,22,144524,125578,0.30434782608695654,18946,1.1508612108712444,900237.0,21.714285714285715,18.142857142857142,19.685039370078748,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,9.0
2023-01-10,10,1,15,6,51,87.85714285714286,90.85714285714286,51333,15979,6128,27,628360,123305,0,16064,9756,112671,Rotterdam,83,701827,261796,0.11904761904761904,440031,2.6808061207729654,3877968.0,87.85714285714286,90.85714285714286,-3.30188679245283,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,9.0
2023-01-10,9,2,3,0,2,17.428571428571427,19.571428571428573,252439,33430,2712,0,320,47064,31345,1592,0,585,Hamburg,16,288901,80586,0.5294117647058824,208315,3.5849578716170103,880458.0,17.428571428571427,19.571428571428573,-10.948905109489065,0,,0.0,0.0,0.0,0.0,0.0,0,0,S3,3,9.0
2023-01-10,37,5,7,0,11,58.57142857142857,57.57142857142857,154816,15879,8134,0,22940,308407,13255,1353,0,4499,Busan,60,201769,327514,0.6065573770491803,-125745,0.6160603331145138,13191.0,58.57142857142857,57.57142857142857,1.7369727047146404,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,9.0
2023-01-10,16,0,11,3,34,60.57142857142857,59.142857142857146,135308,0,8280,4025,130819,328633,0,10119,267,29781,Antwerp,64,278432,368800,0.24615384615384617,-90368,0.7549654149527794,515919.0,60.57142857142857,59.142857142857146,2.415458937198059,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,9.0
2023-01-11,28,35,16,2,23,123.14285714285714,109.0,75348,214563,34957,273,90671,372731,107777,7554,3401,71120,Shanghai,104,415812,562583,0.26666666666666666,-146771,0.7391109594300584,1204350.0,123.14285714285714,109.0,12.975098296199212,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,10.0
2023-01-11,20,3,15,6,40,87.57142857142857,93.14285714285714,65303,212897,5217,0,213514,167209,0,7463,9934,65164,Rotterdam,84,496931,249770,0.23529411764705882,247161,1.9895464245248649,3467186.0,87.57142857142857,93.14285714285714,-5.981595092024538,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,10.0
2023-01-11,5,1,4,0,4,20.428571428571427,18.571428571428573,107680,0,6504,0,23194,154730,0,0,0,35432,Nhava Sheva,14,137378,190162,0.3333333333333333,-52784,0.7224223429373747,853166.0,20.428571428571427,18.571428571428573,9.999999999999982,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,10.0
2023-01-11,41,6,8,2,65,126.71428571428572,113.85714285714286,426822,53663,6410,252,354422,706485,1124,3321,1358,374460,Singapore,122,841569,1086748,0.3333333333333333,-245179,0.7743913267921112,1486987.0,126.71428571428572,113.85714285714286,11.292346298619828,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,10.0
2023-01-11,36,3,9,0,13,59.85714285714285,56.42857142857143,174550,380,9924,0,29737,224680,1754,2294,0,7982,Busan,61,214591,236710,0.5806451612903226,-22119,0.906552716181335,-21913.0,59.85714285714285,56.42857142857143,6.075949367088586,0,,0.0,0.0,0.0,0.0,0.0,0,0,S0,0,10.0
2023-01-11,11,0,3,2,27,57.71428571428572,62.285714285714285,184096,0,1842,0,89863,110263,0,1482,4596,90689,Antwerp,43,275801,207030,0.25,68771,1.3321724765856322,546195.0,57.71428571428572,62.285714285714285,-7.339449541284389,0,,0.0,0.0,0.0,0.0,0.0,0,0,S1,1,10.0
2023-01-11,9,0,3,0,1,16.714285714285715,19.285714285714285,34822,0,89,0,31565,71813,0,3069,0,0,Hamburg,13,66476,74882,0.6428571428571429,-8406,0.8877315278501129,910500.0,16.714285714285715,19.285714285714285,-13.333333333333325,0,,0.0,0.0,0.0,0.0,0.0,0,0,S4,4,10.0
